star_name,star_temperature,star_radius,star_mass,star_surface_gravity
Kepler-382,5600.0,0.945,1.002,4.401
K2-246,5610.0,0.94,0.87,4.43
HAT-P-15,5568.0,1.07,1.0,4.38
K2-238,5630.0,1.59,1.19,4.11
Kepler-42,3068.0,0.17,0.13,5.11
HD 96700,5845.0,1.16,0.89,4.39
K2-147,3690.0,0.578,0.563,4.665
Kepler-725,5395.0,0.88,0.95,4.54
CoRoT-5,6100.0,1.186,1.0,4.19
Kepler-1819,6090.0,1.071,1.173,4.447
CoRoT-29,5260.0,0.9,0.97,4.3
BD+48 738,4414.0,11.0,0.74,2.24
TOI-757,5278.0,0.78,0.8,4.5
HD 156098,6419.19,2.75716,1.29,3.66773
HD 56957,5743.0,1.77793,1.03,3.95107
Kepler-1014,5388.0,0.84,0.88,4.54
Kepler-437,4551.0,0.68,0.707,4.629
Kepler-395,4262.0,0.556,0.622827,4.729
BD+20 2457,4137.0,49.0,2.8,1.51
Kepler-1609,6132.0,1.27,1.18,4.29
WASP-197,6050.0,2.112,1.36,3.9
Kepler-281,5723.0,0.899,0.95,4.531
Kepler-908,5973.0,1.12,1.11,4.38
K2-318,3851.0,0.552,0.561,4.701
Kepler-1449,5979.0,1.1,1.08,4.39
WASP-181,5839.0,0.965,1.04,4.487
Kepler-1965,5852.0,0.837,0.928,4.559
HIP 38594,4086.3,0.626646,0.61,4.62886
HD 38801,5338.0,2.029,1.207,3.877
Kepler-241,4699.0,0.668,0.671,4.627
Kepler-129,5770.0,1.653,1.178,4.08
HAT-P-69,7394.0,1.926,1.648,4.11
Kepler-389,5376.0,0.792,0.765,4.57
Kepler-286,5580.0,0.863,0.83,4.495
K2-158,5503.0,0.95,0.92,4.45
Kepler-864,6213.0,1.195,1.27,4.387
KIC 5437945,6146.0,1.26,1.17,4.3
EPIC 220674823,5578.0,0.99,0.913,4.408
OGLE-TR-111,5040.0,0.83,0.82,4.536
6 Lyn,4941.0,4.94,1.32,3.16
TOI-1630,5504.0,0.83,0.95,4.58
Kepler-1763,5897.0,1.259,1.026,4.25
Kepler-961,5582.0,0.9,0.96,4.51
TOI-1472,5100.0,0.84,0.87,4.5
TOI-5153,6300.0,1.4,1.24,4.3
Kepler-1239,6564.0,1.57,1.4,4.2
KOI-7913 A,4324.0,0.788,0.76,4.523
Kepler-1312,5721.0,0.905,0.983,4.517
Kepler-1902,3729.0,0.514,0.52,4.733
Kepler-747,5096.0,0.78,0.82,4.58
K2-264,3660.0,0.473,0.496,4.783
Kepler-297,5619.0,0.915,0.927,4.468
Kepler-949,5403.0,0.86,0.89,4.53
HD 12648,4835.0,11.02,0.67,2.18
Kepler-53,5858.0,0.89,0.98,4.53
HD 159243,6123.0,1.12,1.125,4.55
HD 95127,4218.0,41.01,3.7,1.78
Kepler-105,5933.0,1.026,0.991,4.43197
GJ 876,3293.74,0.3,0.32,4.87177
Kepler-1177,5712.0,0.97,0.98,4.46
TOI-1710,5775.0,0.93,1.02,4.51
14 Her,5338.0,0.93,0.97,4.45
BD+15 2940,4796.0,14.7,1.1,2.8
Kepler-1588,5817.0,0.99,0.96,4.43
Kepler-226,5571.0,0.802,0.904,4.586
Kepler-11,5663.0,1.065,0.961,4.366
NGTS-14 A,5187.0,0.842,0.898,4.2
K2-131,5120.0,0.7595,0.803,4.61
Kepler-937,6095.0,1.22,1.15,4.32
Kepler-218,5542.0,1.02,1.01,4.42
Kepler-487,5444.0,0.88,0.91,4.51
TOI-6054,6047.0,1.662,1.107,4.1
HD 97658,5212.0,0.728,0.85,4.64
Kepler-135,6090.0,1.275,1.047,4.271
Kepler-501,5904.0,1.04,1.03,4.42
HD 208487,6134.0,1.16,1.15,4.34
DMPP-8,6009.0,1.24,0.99,4.32111
HAT-P-25,5519.0,0.919,1.012,4.516
Kepler-1416,6019.0,1.15,1.09,4.35
Kepler-100,5825.0,1.49,1.08,4.125
TOI-892,6261.0,1.39,1.28,4.26
Kepler-1466,5884.0,1.02,1.01,4.43
HD 221287,6304.0,1.13864,1.25,4.43
K2-124,3570.0,0.388,0.39,4.858
TOI-1203,5737.0,1.179,0.886,4.34
HD 145934,4823.75,6.930587,2.058,3.011205
Kepler-566,5132.0,0.79,0.83,4.57
Kepler-648,5741.0,0.98,1.05,4.48
TOI-5800,4850.0,0.773,0.778,4.56
Kepler-1224,6155.0,1.22,1.18,4.34
TOI-1739,4814.0,0.781,0.78,4.584
TIC 88785435,3998.0,0.911,0.724,4.19
Kepler-770,5598.0,0.92,0.94,4.49
Kepler-1946,5505.0,0.873,0.887,4.503
TOI-4507,6260.0,1.04,1.11,4.45
TOI-3540 A,5810.0,1.228,1.081,4.293
TOI-2803 A,6280.0,1.245,1.118,4.298
Kepler-274,6023.0,1.007,0.883,4.44
TOI-262,5310.0,0.853,0.913,4.54
Kepler-1884,5984.0,0.906,0.993,4.521
TOI-2420,5707.0,2.369,1.158,3.76
Wolf 1061,3342.0,0.307,0.294,4.90218
Kepler-1964,4803.0,0.698,0.752,4.623
Kepler-1072,6199.0,1.32,1.2,4.27
Kepler-1462,5756.0,1.0,1.0,4.45
HATS-25,5715.0,1.107,0.994,4.347
HAT-P-50,6280.0,1.698,1.273,4.072
K2-233,4796.0,0.71,0.79,4.53
Kepler-351,5225.0,0.78,0.81,4.58
TOI-4465,5545.0,1.014,0.93,4.379
Kepler-1542,5564.0,0.99,0.94,4.41
Kepler-789,5870.0,1.02,1.01,4.42
Kepler-328,6064.0,1.06,1.15,4.44
Kepler-311,5903.0,1.156,0.974,4.3
Kepler-285,5411.0,0.808,0.915,4.584
Kepler-1073,5509.0,1.116,0.924,4.308
Kepler-804,5817.0,1.05,1.01,4.4
Kepler-55,4503.0,0.619,0.631,4.684
WASP-149,5750.0,1.08,1.05,4.4
K2-279,5558.0,0.86,0.79,4.46
TOI-2274,3943.0,0.631,0.612,4.5
Kepler-173,6031.0,0.949,1.067,4.404
Kepler-1937,6457.0,1.196,1.19,4.358
Kepler-335,5877.0,1.854,1.367,4.017
TOI-880,5050.0,0.83,0.87,4.53
Kepler-1393,5697.0,0.92,0.95,4.5
Kepler-1035,5763.0,0.97,0.98,4.45
HD 109286,5694.0,1.089,0.98,4.44
Kepler-1895,5076.0,0.763,0.86,4.598
TOI-2049,6164.0,3.2,1.57,3.669
Kepler-761,5706.0,0.93,0.95,4.48
Kepler-1985,5370.0,0.966,0.877,4.411
Kepler-1607,6116.0,1.21,1.14,4.33
Kepler-1464,5828.0,1.01,1.02,4.44
Kepler-1898,5702.0,1.125,0.837,4.258
Kepler-1801,5738.0,0.981,0.936,4.426
Kepler-1274,6179.0,2.17,1.45,3.93
GJ 674,3600.0,0.36463,0.35,4.85978
K2-73,5867.0,1.058,1.02,4.39
Kepler-428,5150.0,0.8,0.87,4.571
HIP 10090,5661.0,1.38268,0.94,4.1434
Kepler-1729,3837.0,0.517,0.544,4.747
K2-31,5280.0,0.78,0.91,4.6
Kepler-147,6012.0,1.468,1.145,4.182
Kepler-1619,5852.0,1.0,1.0,4.44
GJ 1265,3236.0,0.192,0.178,5.09
K2-133,3655.0,0.455,0.461,4.77
HATS-47,4512.0,0.6564,0.674,4.633
HD 1502,4947.0,4.67,1.46,3.18
G 9-40,3395.0,0.3026,0.2952,4.84
Kepler-604,5890.0,1.03,1.02,4.42
Kepler-220,4632.0,0.666,0.729,4.652
HD 191939,5348.0,0.94,0.81,4.3
Kepler-54,3705.0,0.5,0.51,4.75
TOI-1107,6311.0,1.81,1.35,4.05
TOI-6330,3539.0,0.49,0.531,4.77
Kepler-111,5914.0,1.145,1.118,4.369
GJ 3293,3466.0,0.404,0.42,4.78125
HIP 109384,5180.0,0.831075,0.78,4.43
Kepler-890,5954.0,1.13,1.09,4.37
HD 212771,5003.0,5.27,1.56,3.31
Kepler-591,5677.0,0.94,0.97,4.48
Kepler-65,6220.0,1.437,1.248,4.232
Kepler-1471,5533.0,1.166,0.934,4.275
HD 147018,5441.0,0.937948,0.927,4.42
Kepler-1695,5473.19,0.987155,0.96,4.43157
Kepler-1728,5170.0,0.807,0.891,4.574
Kepler-32,3900.0,0.53,0.58,4.64
nu Oph,4887.0,12.24,2.61,2.64
KELT-2 A,6327.0,1.93,1.54,4.5
TOI-1751,5970.0,1.3137,0.9382,4.171
TOI-1273,5690.0,1.06,1.06,4.37
Kepler-1370,6202.0,1.29,1.19,4.29
KOI-1599,5833.0,0.972,1.02,4.472
Kepler-510,5746.0,1.41,0.91,4.09
HD 81817,4140.0,83.8,4.3,1.3
GJ 433,3461.0,0.5,0.48,4.81
TOI-4487 A,6206.0,1.634,1.378,4.15
TOI-2981,5940.0,1.08,1.03,4.28
Kepler-145,6022.0,1.85,1.32,4.02
HIP 79431,3191.0,0.478625,0.49,4.75617
GJ 3512,3141.0,0.139,0.123,5.1582
HAT-P-56,6566.0,1.47,1.42,3.39
GJ 163,3500.0,0.409738,0.4,4.81775
HD 8574,6064.0,1.38,1.34,4.28
K2-138,5356.3,0.863,0.935,4.54
Kepler-1317,5144.0,0.79,0.83,4.57
HD 50554,5987.0,1.02,1.04,4.333282
CoRoT-20,5880.0,1.02,1.14,4.35
Kepler-1477,5100.0,0.78,0.81,4.58
WASP-168,6000.0,1.12,1.08,4.37
Kepler-1199,5889.0,1.17,0.94,4.27
HATS-71,3405.0,0.4783,0.4861,4.7653
Kepler-935,4830.0,0.73,0.78,4.61
KELT-6,6102.0,1.73,1.42,4.07
K2-72,3360.47,0.330989,0.271365,5.048
Kepler-15,5515.0,0.992,1.018,4.46
HD 134606,5576.0,1.158,1.046,4.33
WASP-114,5940.0,1.43,1.289,4.3
Kepler-1945,4991.0,0.804,0.767,4.513
TOI-6002,3229.0,0.2432,0.2101,4.989
Kepler-192,5479.0,1.007,1.028,4.428
K2-46,6256.0,1.29,0.96,4.198
Kepler-1777,5771.0,1.068,0.984,4.374
Kepler-1360,6778.0,1.83,1.51,4.09
Kepler-746,5418.0,0.93,0.91,4.46
Kepler-270,6067.0,1.461,1.17,4.196
Kepler-1668,5542.0,1.01738,0.98,4.41433
Kepler-319,5526.0,0.903,0.933,4.487
K2-199,4491.0,0.682,0.711,4.64
TOI-1723,5777.0,1.09,1.04,4.38
Kepler-95,5699.0,1.41,1.08,4.171
Kepler-482,4871.0,0.72,0.75,4.6
Kepler-356,6133.0,1.335,1.163,4.256
Kepler-1065,5635.0,0.93,0.94,4.49
Kepler-2000,3757.0,0.576,0.581,4.681
Kepler-511,5770.0,1.2,1.0,4.28
Kepler-23,5828.0,1.548,1.078,4.09
HD 68402,5950.0,1.02,1.12,4.47
TrES-1,5230.0,0.85,1.04,4.57
Gliese 48,3450.0,0.463,0.47,4.76911
TOI-444,5225.0,0.779,0.96,4.64
Kepler-111,5952.0,1.157,1.171,4.377
Kepler-119,5595.0,0.839,0.918,4.567
TOI-2202,5169.0,0.808,0.841,4.548
Wendelstein-2,4591.0,0.66,0.73,4.53128
HD 112300,3657.0,65.8,1.4,0.8
Kepler-753,4346.0,0.65,0.68,4.65
Kepler-399,5502.0,0.68,0.902,4.62
Kepler-466,5927.0,1.05,1.04,4.42
Kepler-593,5967.0,1.1,1.08,4.39
Kepler-793,5745.0,0.97,0.98,4.46
DMPP-7,5996.82,1.53949,1.09,4.17
Kepler-1967,4970.0,1.806,0.996,3.924
Kepler-1006,5328.0,0.74,0.78,4.59
KOI-351,6015.0,1.29,1.12,4.27
HD 194490,5861.32,1.14911,1.06,4.34265
Kepler-625,5789.0,0.96,1.04,4.49
Kepler-130,5879.0,1.17,1.0,4.29
Kepler-307,5367.0,0.814,0.907,4.46
Kepler-393,6189.0,1.382,1.256,4.233
Kepler-613,5723.0,0.96,0.98,4.47
HD 23472,4684.0,0.71,0.67,4.53
Kepler-1903,6347.0,0.996,1.053,4.464
HR 810,6167.0,1.13,1.34,4.46
K2-68,4746.0,0.675,0.73,4.632
Kepler-250,5160.0,0.805,0.806,4.565
Kepler-695,5181.0,0.8,0.84,4.57
K2-84,5652.0,0.93,0.95,4.481
Kepler-1052,5818.0,0.848,0.937,4.554
K2-138,5356.3,0.863,0.935,4.54
HD 62364,6255.0,1.401,1.157,4.14
HD 128311,4965.0,0.76,0.828,4.61
Kepler-20,5495.0,0.9164,0.929,4.446
CoRoT-4,6190.0,1.17,1.16,4.41
Kepler-53,6085.0,0.958,0.966,4.498
NGTS-20,5980.0,1.78,1.47,3.8
Kepler-58,6100.0,1.083,1.017,4.376
Kepler-1622,6436.0,1.5,1.31,4.2
Kepler-1634,5474.0,0.89,0.92,4.51
Kepler-294,5913.0,0.976,0.947,4.491
GJ 581,3500.0,0.302,0.295,4.97
TOI-2427,4072.0,0.65,0.64,4.62
Kepler-1853,4821.0,0.788,0.765,4.529
Kepler-445,3157.0,0.21,0.18,4.92504
Kepler-937,6095.0,1.22,1.15,4.32
Kepler-1701,5146.0,0.840217,0.87,4.5288
Kepler-312,6115.0,1.467,1.314,4.191
Kepler-200,5678.0,0.944,0.972,4.454
TOI-1777,5859.0,0.98,1.06,4.4776
HD 47186,5657.0,1.08,0.96,4.36
Kepler-1024,5143.0,0.78,0.81,4.57
HD 285968,3703.49,0.478214,0.5,4.74889
HD 134606,5576.0,1.158,1.046,4.33
Kepler-1835,5903.0,0.961,0.922,4.437
WASP-162,5300.0,1.11,0.95,4.33
HD 108874,5551.0,1.05,0.95,4.44
TIC 172900988 Aa,6050.0,1.3842,1.2384,4.2485
Kepler-1050,6010.0,1.13,1.09,4.37
HD 93351,5408.0,0.911435,0.94,4.49174
HD 28471,5766.0,1.08,0.98,4.38
Kepler-1545,5201.0,0.8,0.84,4.57
Kepler-1811,5561.0,1.19,0.946,4.263
Kepler-1774,6214.0,1.122,1.101,4.382
Kepler-771,5906.0,1.05,1.03,4.42
KOBE-1,4135.0,0.619,0.629,5.07
Kepler-1196,5756.0,0.97,0.98,4.46
Kepler-1277,5578.0,0.92,0.94,4.49
CoRoT-3,6740.0,1.56,1.37,4.22
Kepler-333,4259.0,0.534,0.601,4.732
Kepler-562,5575.0,0.9,0.93,4.5
Kepler-1671,5135.55,0.929771,0.866,4.43883
HIP 34222,4050.0,0.6186,0.62,4.65459
Kepler-206,5764.0,1.185,0.957,4.311
Kepler-1852,5237.0,0.826,0.927,4.572
BD+37 3172,4500.0,50.24,3.75,1.5
Kepler-881,5961.0,1.09,1.06,4.39
Kepler-185,5208.0,0.806,0.763,4.545
Kepler-422,5972.0,1.24,1.15,4.31
Kepler-1294,5776.0,0.97,0.99,4.46
HD 153557,4837.0,0.745171,0.79,4.59118
Kepler-324,5194.0,0.84,0.901,4.53
Gl 725 A,3433.0,0.351,0.33,4.87
Kepler-1379,5188.0,0.79,0.83,4.57
Kepler-1122,5544.0,0.89,0.92,4.51
Kepler-1826,3821.0,0.486,0.49,4.755
Kepler-913,6068.0,1.797,1.294,4.04
HD 134606,5576.0,1.158,1.046,4.33
Kepler-1847,6122.0,0.964,1.041,4.487
Kepler-770,5598.0,0.92,0.94,4.49
HATS-5,5304.0,0.871,0.936,4.53
Kepler-46,5155.0,0.938,0.902,4.447
HD 10180,5911.0,1.109,1.06,4.39
Kepler-1027,5436.0,0.82,0.91,4.57
Kepler-276,5693.0,1.03,1.1,4.46
HIP 75092,4891.0,4.53,1.28,3.09
Kepler-828,5039.0,0.77,0.81,4.58
Kepler-1145,5064.0,0.75,0.79,4.59
HD 181433,4918.0,0.79,0.86,4.45
HIP 107773,4945.0,11.6,2.42,2.6
WASP-50,5400.0,0.843,0.892,4.54
HD 145457,4757.0,9.9,1.9,2.77
Kepler-1925,5856.0,1.092,1.057,4.386
XO-7,6250.0,1.48,1.405,4.246
K2-101,4927.0,0.76,0.82,4.59
HN Lib,3347.0,0.299,0.291,4.76
ups And,6156.77,1.56,1.3,4.125176
Kepler-1620,6157.0,1.23,1.15,4.31
Kepler-1157,4679.0,0.71,0.76,4.62
Kepler-249,3568.0,0.482,0.510238,4.777
Kepler-1610,5383.0,0.87,0.91,4.52
Kepler-1245,5306.0,0.83,0.86,4.55
Kepler-1746,6018.0,1.286,1.09,4.257
Kepler-297,5618.0,0.897,0.846,4.46
HD 2638,5186.0,0.94,0.77,4.38
BD-13 2130,4545.0,19.17,2.12,2.2
HD 19615,4263.0,32.3,1.1,1.4
Kepler-305,5080.0,0.8,0.76,4.51
HD 77338,5341.0,0.97,1.37,4.6
TOI-4603,6264.0,2.738,1.765,3.81
Kepler-209,5513.0,0.935,0.971,4.472
Kepler-826,6079.0,1.15,1.05,4.34
HD 66428,5716.0,1.13,1.01,4.33
Kepler-17,5781.0,1.01034,1.04,4.44616
HD 163607,5522.0,1.76,1.12,3.97
TOI-132,5397.0,0.9,0.97,4.48
Kepler-1696,5712.0,1.19811,1.02,4.28968
Kepler-1401,5964.0,1.1,1.07,4.39
Kepler-1996,4580.0,0.675,0.748,4.641
Kepler-928,4700.0,0.7,0.73,4.62
HIP 107772,4006.0,0.513922,0.63,4.73476
Kepler-153,5404.0,0.892,0.756,4.446
HD 73256,5570.0,0.944723,1.0,4.47423
HD 149143,5856.0,1.44,1.2,4.25
Kepler-48,5194.0,0.89,0.88,4.487
WASP-48,5920.0,1.58,0.88,4.03
Kepler-18,5345.0,1.108,0.972,4.31
TOI-4443,5834.0,1.01733,1.049133,4.44433
TOI-3856,5622.0,1.055,1.096,4.431
Kepler-106,5858.0,1.04,1.0,4.407
Kepler-957,4963.0,0.75,0.81,4.6
Kepler-309,4713.0,0.721,0.816,4.612
TOI-5734,4750.0,0.639,0.724,4.66
Kepler-1740,5705.0,0.905,0.943,4.499
Kepler-176,5232.0,0.891,0.86,4.474
TOI-1695,3690.0,0.515,0.513,4.725
HATS-24,6125.0,1.12,1.07,4.37
K2-150,3499.0,0.436,0.457,4.822
HD 20868,4802.0,0.76,0.39,4.26
Kepler-1829,5230.0,0.777,0.873,4.594
HD 37124,5698.64,0.949168,0.85,4.391203
HD 67087,6330.0,1.55,1.36,4.19
Kepler-277,5946.0,1.69,1.12,4.03
K2-116,4348.35,0.6694,0.694512,4.64
Kepler-1350,3827.0,0.53,0.55,4.74
Kepler-995,5206.0,0.8,0.83,4.57
CFHTWIR-Oph 98 A,2320.0,0.245,0.0147,3.845
Kepler-1174,5936.0,1.04,1.04,4.42
KOI-3503,6001.0,1.255,0.858,4.547
Kepler-269,5847.0,0.959,0.92,4.5
TOI-6054,6047.0,1.662,1.107,4.1
TOI-5788,5615.0,0.87,0.87,4.42
Kepler-1719,5687.0,1.775,1.08,3.973
Kepler-122,6050.0,1.216,0.982,4.299
Kepler-607,5196.0,0.8,0.84,4.56
Kepler-1981,5874.0,3.006,1.519,3.664
Kepler-430,5884.0,1.485,1.166,4.15
Kepler-1229,3784.0,0.51,0.54,4.75
HD 37605,5329.0,0.91,0.94,4.511
TOI-1431,7690.0,1.92,1.9,4.15
Kepler-1266,4996.0,0.831,0.791,4.497
TOI-7009,4080.0,0.564,0.583,4.63
Kepler-32,3900.0,0.53,0.58,4.64
Kepler-1555,5866.0,1.06,1.04,4.4
Kepler-1725,6020.0,1.085,1.049,4.389
Kepler-155,4508.0,0.62,0.635,4.684
HD 38529,5697.0,2.857838,0.98,3.709333
TOI-6716,3110.0,0.231,0.223,5.06
Kepler-163,5776.0,0.917,0.882,4.524
Kepler-52,4075.0,0.52,0.54,4.74
Kepler-439,5431.0,0.866,0.884,4.514
Kepler-1491,5626.0,1.389,0.991,4.149
WASP-194,6405.0,1.409,1.29,4.27
Kepler-1758,5557.0,1.616,1.035,4.037
Kepler-1158,6203.0,1.95,1.41,4.01
Kepler-311,5905.0,1.188,0.994,4.308
Kepler-1956,4391.0,0.682,0.671,4.598
Kepler-402,6090.0,1.264,1.072,4.278
Kepler-565,5735.0,0.95,0.98,4.47
Kepler-750,6160.0,1.23,1.15,4.32
TOI-1272,4985.0,0.8,0.828,4.551
Kepler-238,5800.0,0.96,1.06,4.49
Kepler-1255,6018.0,1.12,1.08,4.37
Kepler-352,5212.0,0.781,0.798,4.566
Kepler-1742,5776.0,0.849,0.939,4.554
Kepler-127,6106.0,1.359,1.248,4.265
HIP 111909,4891.0,4.53,1.28,3.09
Kepler-568,3768.0,0.53,0.55,4.73
Kepler-1611,5605.0,0.93,0.94,4.49
Kepler-1923,5881.0,1.294,1.109,4.259
HD 63765,5449.0,0.83,0.65,4.41
Kepler-896,5262.0,0.81,0.84,4.56
Kepler-1208,5001.0,0.76,0.8,4.59
Kepler-499,5312.0,0.83,0.87,4.55
HD 62549,5930.46,1.23227,1.08,4.29008
Kepler-155,4508.0,0.62,0.635,4.684
HD 111591,4884.0,8.03,1.94,3.1
Kepler-45,3820.0,0.55,0.59,4.7
Kepler-406,5538.0,1.07,1.07,4.409
ups And,6156.77,1.56,1.3,4.125176
Kepler-93,5669.0,0.919,0.911,4.47
TOI-3464,6370.0,1.56,1.363,4.185
K2-5,3930.0,0.57,0.61,4.71
Kepler-596,6267.0,1.32,1.21,4.27
Kepler-1757,5288.0,0.74,0.828,4.613
K2-174,4455.0,0.676,0.7,4.625
TOI-2267 A,3030.0,0.2075,0.171,4.99
TOI-756,3657.0,0.505,0.505,4.735
K2-274,5044.0,0.7,0.79,4.64
Kepler-415,4362.0,0.643,0.67,4.62
Kepler-1686,5714.96,1.19951,1.02,4.28866
Kepler-85,5505.2,0.875,0.928,4.51
TOI-3593,5550.0,0.918,1.015,4.519
Kepler-263,5265.0,0.785,0.793,4.576
K2-324,3752.0,0.505,0.517,4.743
Kepler-403,6209.0,1.45,1.25,4.21
TOI-954,5710.0,1.892,1.201,3.962
HD 213519,5840.0,1.08287,1.05,4.39011
Kepler-725,5395.0,0.88,0.95,4.54
Kepler-378,4661.0,0.671,0.78,4.647
Kepler-82,5428.0,0.945,0.946,4.466
TOI-1752,3762.0,0.53,0.524,4.71
K2-317,3387.0,0.379,0.403,4.885
Kepler-1375,6704.0,1.78,1.47,4.11
WASP-29,4800.0,0.79,0.77,4.5
Kepler-1476,5663.0,0.96,0.98,4.47
Kepler-883,6116.0,1.09,1.06,4.4
TOI-1820,5734.0,1.51,1.04,4.24
Kepler-1220,5842.0,0.99,1.0,4.45
Kepler-1284,5123.0,0.79,0.84,4.57
HD 4760,4076.0,42.4,1.05,1.62
HD 10180,5911.0,1.109,1.06,4.39
Kepler-1425,5718.0,0.95,0.97,4.47
TOI-2497,7360.0,2.36,1.859,3.962
HD 240210,4297.0,25.456816,0.82,2.31
TOI-3362,6532.0,1.83,1.445,4.072
Kepler-146,5948.0,1.208,1.079,4.312
HIP 113103,4930.0,0.742,0.761,4.6
WASP-32,6140.0,0.95,0.72,4.4
Kepler-192,5487.0,0.94,0.94,4.46
Kepler-1488,5820.0,1.31,1.05,4.22
BD+14 4559,4864.0,0.86,0.49,4.26
TOI-2977,5691.0,1.073,0.936,4.35
Kepler-1873,5151.0,0.792,0.903,4.592
Kepler-52,4263.0,0.556,0.577,4.729
K2-370,5662.0,0.945,0.962,4.48
Kepler-829,5698.0,0.97,0.98,4.46
TOI-469,5289.0,0.98,0.901,4.39
nu Oct A,4910.0,5.04,1.57,3.23
Kepler-196,5128.0,0.782,0.839,4.566
Kepler-131,5685.0,1.03,1.02,4.417
Kepler-179,5302.0,0.759,0.893,4.613
Kepler-1745,5611.0,1.4,0.995,4.144
Kepler-251,5526.0,0.89,0.891,4.486
Kepler-806,5770.0,1.16,0.99,4.3
HD 38529,5697.0,2.857838,0.98,3.709333
Kepler-200,5678.0,0.944,0.972,4.454
Kepler-1854,5026.0,0.759,0.8,4.58
WASP-158,6350.0,1.39,1.38,4.3
Kepler-438,3748.0,0.52,0.544,4.74
TIC 139270665,5844.0,1.016,1.035,4.439
HD 175541,5013.0,4.19,1.39,3.33
Kepler-1266,5044.0,0.76,0.8,4.59
Kepler-255,5573.0,0.933,0.867,4.516
Kepler-1423,4939.0,0.75,0.79,4.59
Kepler-1869,5808.0,0.902,0.987,4.522
Kepler-1831,6063.0,1.012,1.117,4.476
HD 219134,4699.0,0.778,0.81,4.567
TOI-6695,6400.0,1.517,1.338,4.202
Kepler-1797,6244.0,1.009,1.069,4.46
HIP 35173,4881.0,0.773404,0.79,4.51894
Kepler-1894,5772.0,0.901,0.999,4.528
Kepler-1223,4870.0,0.75,0.8,4.6
K2-7,5700.0,1.533,1.056,4.092
Kepler-307,5367.0,0.814,0.907,4.46
Kepler-755,5043.0,0.77,0.82,4.58
HAT-P-22,5302.0,1.11,1.13,4.36
Kepler-268,6081.0,1.274,1.109,4.287
Kepler-1775,5818.0,1.647,1.149,4.065
HAT-P-20,4595.0,0.694,0.756,4.63
Kepler-607,5244.0,0.888,0.808,4.449
Kepler-730,5620.0,1.411,1.047,4.162
Kepler-907,6106.0,1.38,1.08,4.19
Kepler-318,5746.0,1.189,1.073,4.325
Kepler-823,5643.0,0.96,0.98,4.47
HD 75302,5697.46,0.940904,1.06,4.4953
TOI-540,3216.0,0.1895,0.159,4.438
Kepler-225,3682.0,0.48,0.593,4.783
K2-13,5698.0,0.78,0.8,4.33
Kepler-647,5906.74,1.54571,1.07,4.08919
HD 24085,6034.0,1.412551,1.22,4.1967
EPIC 201595106,5679.0,0.98,0.958,4.435
Kepler-1513,5491.0,0.95,0.943,4.46
Kepler-314,5378.0,0.95,0.99,4.465
Kepler-1184,5983.0,1.07,1.05,4.41
TOI-1438,5230.0,0.82,0.876,4.5
HD 155193,6239.0,1.76439,1.221,4.26
Kepler-10,5708.0,1.065,0.91,4.344
TOI-6041,5445.0,0.879,0.885,4.498
HIP 97233,5020.0,5.34,1.81,3.26
HD 107148,5752.92,1.169193,1.105215,4.345025
Kepler-502,6125.0,1.22,1.15,4.33
Kepler-1871,5741.0,0.946,1.02,4.495
Kepler-1235,5541.0,0.9,0.93,4.5
Kepler-1625,5677.0,0.94,0.96,4.48
K2-158,5503.0,0.95,0.92,4.45
Kepler-302,5740.0,1.22,1.021,4.286
TOI-1669,5497.0,1.0561,0.9867,4.382
Kepler-69,5638.0,0.93,0.81,4.4
Kepler-120,4096.0,0.534,0.654,4.732
WASP-153,5914.0,1.73,1.336,4.1
Kepler-341,6012.0,1.024,0.976,4.437
Kepler-627,6424.0,1.49,1.3,4.21
TOI-778,6643.0,1.71,1.4,4.05
Kepler-737,3813.0,0.48,0.51,4.77
NGTS-13,5819.0,1.788,1.3,4.04
Kepler-1175,5453.0,0.86,0.9,4.53
HD 130322,5387.0,0.85,0.92,4.52
Gl 49,3805.0,0.511,0.515,4.69
TOI-2416,5808.0,1.236,1.118,4.303
TOI-3523 A,6450.0,1.448,1.131,4.171
Kepler-843,5830.0,1.03,1.02,4.42
Kepler-249,3568.0,0.482,0.510238,4.777
TYC 1422-614-1,4806.0,6.85,1.15,2.85
GJ 2056,4069.95,0.709495,0.62,4.48062
Kepler-1910,4234.0,0.639,0.636,4.63
Kepler-1655,6148.0,1.03,1.03,4.416
HD 191939,5348.0,0.94,0.81,4.3
K2-358,5650.0,0.91,0.93,4.49
Kepler-1237,5472.0,0.9,0.94,4.5
HAT-P-38,5330.0,0.923,0.886,4.45
K2-55,4300.0,0.715,0.688,4.566
HD 21693,5430.0,0.914378,0.8,4.37
TOI-7149,3363.0,0.351,0.344,4.88
Kepler-852,6100.0,1.16,1.19,4.38
K2-357,5794.0,1.0,0.98,4.43
TOI-3976 A,5975.0,1.501,1.254,4.183
Kepler-1357,5597.0,0.9,0.93,4.5
Kepler-132,6023.0,1.1,1.03,4.37
TOI-763,5450.0,0.897,0.917,4.45
HATS-14,5346.0,0.933,0.967,4.484
Kepler-1320,4817.0,0.74,0.8,4.6
Kepler-1807,6455.0,1.496,1.087,4.125
rho CrB,5817.0,1.3617,1.0,4.121
Kepler-1613,6005.0,1.12,1.08,4.37
HD 20794,5368.0,0.93,0.79,4.39
K2-277,5680.0,0.973,0.974,4.452
